ID	paniclelength	numberofprimary	secondarybranchnumber	primarybranchlength	secondarybranchlength	spikeletsperprimarybranch	spikeletspersecondarybranch	spikeletsperpanicle
W296	26.5	10.66666667	25.33333333	10.81666667	2.416666667	6	3	132
W072	32.46666667	11	38.66666667	14.23333333	2.95	5.833333333	3.5	133.0833333
C165	25.7	13.66666667	44.66666667	11.63333333	2.383333333	6	3.166666667	133.1891892
W248	29.13333333	9.666666667	40.33333333	15.11666667	2.766666667	6.5	3.166666667	133.3921569
C137	30.93333333	12	38	12.91666667	2.416666667	5.666666667	3.166666667	135.2962963
C130	NA	NA	NA	NA	NA	NA	NA	135.8205128
W003	NA	NA	NA	NA	NA	NA	NA	136.3636364
W060	23	8.666666667	30.66666667	11.41666667	2.933333333	5.333333333	4.333333333	136.6666667
W230	NA	NA	NA	NA	NA	NA	NA	137.3333333
W005	23.76666667	16.33333333	61	9.183333333	2.2	6	4.333333333	137.8648649
W260	29.53333333	13	39.33333333	12.18333333	2.9	6.166666667	3.5	137.9166667
W084	27.56666667	10	36.33333333	12.45	3.283333333	5.666666667	4	138.0487805
W134	28.83333333	10.66666667	38.33333333	12.91666667	3.366666667	5.5	3.833333333	138.1
W257	30.8	14	36.5	12.95	2.733333333	6.166666667	3	138.3478261
W181	29.16666667	12.33333333	31.33333333	12.25	2.583333333	6.333333333	3	138.5675676
C071	NA	NA	NA	NA	NA	NA	NA	138.6904762
W075	26.36666667	14	43.5	11.96666667	2.5	6.5	3.166666667	138.9361702
C148	23.9	12	41	11.48333333	3.166666667	6.166666667	3.666666667	139
C046	28.03333333	9	32.33333333	13.88333333	3.816666667	4.833333333	4	139.0961538
C193	25.63333333	10	34	12.23333333	2.283333333	5.833333333	3	139.3214286
C070	22.36666667	13.66666667	34.66666667	9.35	1.95	6	3	139.3888889
W258	36.2	11.66666667	27.66666667	12.8	2.45	7	3.166666667	139.9487179
W303	26.46666667	13	35	10	2.333333333	6.166666667	3.333333333	140.4347826
C169	29.23333333	10.33333333	39	12.91666667	3.15	6	3.333333333	140.8378378
W123	29.93333333	13.66666667	43	9.866666667	2.15	6.5	3	141.0666667
W111	NA	NA	NA	NA	NA	NA	NA	141.2307692
W008	31.03333333	14	38.33333333	13.3	3.116666667	6.666666667	3.666666667	141.5666667
C087	NA	NA	NA	NA	NA	NA	NA	141.65
W126	25.2	11.33333333	38	12.65	2.85	5.166666667	3.166666667	141.7727273
C041	25.43333333	16	50.33333333	11.86666667	2.783333333	7	3.833333333	142.0416667
W215	23.3	11.33333333	26	11.01666667	2.75	6	3	142.5714286
C134	NA	NA	NA	NA	NA	NA	NA	143
C168	22.56666667	13	41	10.13333333	1.95	6.5	3	143.4
C050	27.23333333	11.33333333	38.66666667	13.45	3.15	5.666666667	3.166666667	143.6451613
W268	21.76666667	12.33333333	40	11.1	2.366666667	6	3.166666667	143.6571429
W188	27.13333333	10.33333333	45	12.96666667	3.55	4.666666667	5.166666667	145.2
W067	34.33333333	13.33333333	42	16.43333333	3.966666667	6	4.5	145.6086957
C065	24.3	11.66666667	19	9.183333333	2.133333333	6.5	3	145.7692308
W011	27.9	10.33333333	43.66666667	11.55	2.966666667	5.5	4.166666667	146.1
W117	24.9	12	36	9.366666667	2.333333333	5.166666667	3.166666667	146.35
W249	23.06666667	12	25	9.1	2.116666667	5.833333333	2.833333333	146.5714286
W004	25.9	16	35.66666667	7.466666667	1.316666667	5.5	2.833333333	147.0666667
W252	35.8	14.5	35.5	13.425	3.025	7.5	3	148.2727273
C172	23.26666667	13.66666667	42.66666667	8.8	2.016666667	6	3	148.4166667
C038	27.4	11.66666667	34.33333333	13.6	3.333333333	6.166666667	3.333333333	148.5172414
W198	36.9	12.5	44.5	13.125	2.925	7	3.75	148.5689655
C191	25.53333333	13.66666667	34	11.35	2.466666667	6.666666667	3.166666667	148.7631579
W095	25.93333333	10.33333333	28	11.05	2.416666667	6.333333333	3.333333333	148.8
W070	NA	NA	NA	NA	NA	NA	NA	149.3953488
W119	24.06666667	15.66666667	42.33333333	12.23333333	2.5	6.166666667	2.833333333	149.5833333
W221	NA	NA	NA	NA	NA	NA	NA	149.8333333
W125	25.03333333	10.33333333	24.33333333	12	2.6	6	3	149.9069767
C045	23.46666667	12	44.33333333	11.53333333	2.383333333	6.166666667	3.333333333	150.2608696
C030	NA	NA	NA	NA	NA	NA	NA	150.8648649
W214	27.06666667	11.66666667	33	12.26666667	2.966666667	6.333333333	3	151.1162791
W091	26.96666667	9	39	12.11666667	3.283333333	5.5	6	151.3181818
C007	25.46666667	13	44.66666667	11.93333333	2.783333333	5.5	3.333333333	151.3548387
C013	26.33333333	8.333333333	32.33333333	11.88333333	2.85	5.833333333	4	151.7727273
W036	30.66666667	10.33333333	38.33333333	14.76666667	3.833333333	5.666666667	4.666666667	152.1509434
C043	28.06666667	13.33333333	35	14.1	3.283333333	7	3.166666667	153.137931
C091	29.8	12	42.66666667	15.28333333	3.816666667	6.666666667	4	153.5306122
C187	NA	NA	NA	NA	NA	NA	NA	154.3333333
C167	23.86666667	13	45.66666667	10.5	1.9	6.666666667	3	154.375
C151	26.2	16	50.33333333	10.36666667	2.3	6.666666667	3	155.2444444
W021	NA	NA	NA	NA	NA	NA	NA	155.55
C198	29.06666667	12.33333333	42.66666667	15.91666667	3.116666667	5.5	3.5	155.5588235
W254	30.23333333	14.66666667	30.66666667	11.56666667	2.65	6.166666667	3.166666667	155.8333333
C031	26.3	11.66666667	53.33333333	13.66666667	3.6	5.5	4	155.8529412
W320	NA	NA	NA	NA	NA	NA	NA	155.9019608
W205	28.73333333	12.33333333	43	13.46666667	2.666666667	6.5	3.166666667	156.375
C166	25.5	14.66666667	41	11.83333333	2.383333333	6.166666667	3.166666667	157.2647059
W019	23.86666667	13	44.66666667	10.55	3.016666667	4.666666667	4.166666667	157.3225806
C047	28.6	11	38.33333333	13.81666667	3.133333333	6	3.333333333	158.7368421
W034	29	10.66666667	31.66666667	13.1	3.216666667	5.833333333	3.5	159.3428571
W236	27.43333333	12.66666667	51.33333333	11.98333333	3.2	5.666666667	3.666666667	159.5652174
W234	24.26666667	13.33333333	43.66666667	11.15	2.316666667	6	3.166666667	159.6666667
W263	NA	NA	NA	NA	NA	NA	NA	160.175
W270	21.36666667	10.33333333	41.33333333	10.76666667	2.45	6	3.833333333	160.3513514
C129	NA	NA	NA	NA	NA	NA	NA	160.5531915
C086	28.3	10	35.33333333	15.16666667	4.016666667	6.333333333	5.833333333	160.8888889
W245	NA	NA	NA	NA	NA	NA	NA	161.1463415
W026	29.73333333	11.66666667	43	13.11666667	3.366666667	6.333333333	3.666666667	161.5853659
C192	NA	NA	NA	NA	NA	NA	NA	161.6769231
W049	29.73333333	10.66666667	47	15.68333333	3.766666667	6.333333333	4.666666667	161.8333333
W229	29.73333333	13	38	12.4	2.766666667	5.833333333	3	162.1219512
W101	29.56666667	11.66666667	37.33333333	14.85	3.233333333	6.666666667	3.666666667	162.4324324
W135	26.13333333	13	34	12.03333333	2.85	6.5	3	162.5609756
C175	26.33333333	14.33333333	36.33333333	10.55	2.533333333	6.166666667	3	163.8
C142	NA	NA	NA	NA	NA	NA	NA	163.8333333
C074	33.23333333	13.33333333	55.66666667	14.55	2.85	6.166666667	3.5	164.1851852
C184	NA	NA	NA	NA	NA	NA	NA	164.8113208
W223	26.1	11	47.66666667	14.06666667	3.783333333	5.833333333	4	165.2325581
W267	22.76666667	11.33333333	32.66666667	10.98333333	2.566666667	5.833333333	3.166666667	165.3636364
W114	NA	NA	NA	NA	NA	NA	NA	165.7333333
W041	31.7	14.66666667	31.33333333	12.13333333	2.833333333	6.166666667	3.166666667	165.952381
C144	NA	NA	NA	NA	NA	NA	NA	166.1
C179	38.45	17	59.5	12.275	2.125	6.5	4	166.3333333
W128	27.16666667	17	30.33333333	10.36666667	2.433333333	5.833333333	3	166.6666667
W210	32.4	13.33333333	51.66666667	15.36666667	3.483333333	6.166666667	3.666666667	167.3714286
C075	28.1	13	64.66666667	10.9	2.633333333	5.5	4.833333333	168
C005	33.9	21	45.33333333	11.08333333	2.5	5.833333333	3	168.4761905
W187	23.93333333	13.66666667	55.66666667	11.26666667	2.433333333	6.166666667	4	170.173913
C149	26.46666667	14	45	9.533333333	2.1	6	2.833333333	170.1923077
C097	NA	NA	NA	NA	NA	NA	NA	172.3809524
W165	23.56666667	12	51.33333333	9.566666667	2.05	5.833333333	3.333333333	172.7631579
W276	30.56666667	10.33333333	36	12.73333333	2.666666667	5.333333333	3	173
C141	NA	NA	NA	NA	NA	NA	NA	173.4473684
C163	24.1	12.66666667	53.33333333	13.01666667	3.5	5.166666667	4.5	173.4827586
W279	28.2	12	42	12.15	2.833333333	5.833333333	3.333333333	173.5555556
C059	25.7	14.33333333	48.33333333	12.46666667	2.616666667	6.333333333	3.333333333	173.9642857
W233	27.13333333	13	54	12.5	2.466666667	5.833333333	3.333333333	174.5925926
W112	32.46666667	9.666666667	41	10.8	2.85	5.166666667	4.333333333	175
C197	32.13333333	12.66666667	45.66666667	16.25	3.9	6.5	4	175.0833333
C080	28.83333333	12	37.66666667	11.86666667	2.683333333	6.166666667	3.333333333	175.09375
C104	29.73333333	12	44.66666667	12.3	2.75	6.166666667	3.5	175.4571429
C098	NA	NA	NA	NA	NA	NA	NA	176.1153846
W224	26.03333333	10.33333333	45.33333333	13.95	3.7	5.166666667	3.666666667	176.1470588
W022	34.4	14.33333333	52.66666667	13.5	2.1	5.833333333	3.666666667	176.3448276
W243	26.66666667	12.66666667	50.66666667	12.46666667	3.316666667	5.833333333	3.833333333	176.5263158
W300	24.26666667	18.33333333	45.66666667	10.31666667	2.416666667	6.666666667	3.666666667	177.1052632
W055	25.1	15.66666667	50.66666667	10.96666667	2.7	5.5	3.333333333	177.7666667
W048	31.46666667	11.66666667	41	16.31666667	3.783333333	6.166666667	5	177.875
W212	26.63333333	14	34.33333333	11.88333333	2.4	6.666666667	3	178.35
W265	NA	NA	NA	NA	NA	NA	NA	178.6764706
W241	27.96666667	13	45.33333333	15.23333333	3.8	5.833333333	4	179.7777778
W255	28.2	9.666666667	31	13.46666667	3.8	5.666666667	4.333333333	180.2340426
C174	25.7	13.66666667	52	10.46666667	2.85	6	3.166666667	181
W247	31.13333333	13	55.66666667	15.43333333	4.116666667	6.333333333	4.166666667	181.1842105
W102	32.06666667	19.66666667	54.33333333	12.3	2.9	5.5	3.166666667	181.8823529
W163	22.26666667	10.66666667	49.66666667	11.51666667	2.766666667	4.833333333	3.333333333	182.1142857
W204	29.33333333	12.33333333	41.33333333	14.41666667	2.883333333	6.833333333	3.333333333	182.8372093
W054	28.36666667	16.33333333	44.33333333	11.98333333	2.45	6.166666667	3.166666667	183.1794872
W197	29.43333333	11.33333333	41.33333333	14.08333333	3.116666667	6.166666667	3.666666667	183.3333333
C176	NA	NA	NA	NA	NA	NA	NA	184.8301887
W032	27.63333333	13.33333333	36.66666667	14.61666667	3.266666667	6.166666667	4.166666667	185.3809524
C127	30.73333333	10.33333333	43.66666667	16.65	3.666666667	5.666666667	4.833333333	185.6315789
C190	29.36666667	12.66666667	49	12.93333333	2.75	6.333333333	4	185.65
C090	31.23333333	14	50.33333333	15.4	3.816666667	6.333333333	4.333333333	187.3076923
W121	32.33333333	15.66666667	48	15.01666667	3.3	6.5	3.5	187.59375
C053	32	12.5	51.5	12.825	2.775	5.75	3.25	189.3333333
C108	29	13.33333333	49.66666667	13.03333333	2.883333333	6.333333333	3.666666667	189.4081633
W154	25.23333333	14.33333333	55.33333333	10.75	2.666666667	6.5	3.5	191.7837838
W069	30.06666667	12.66666667	44.33333333	12.35	3.1	5.833333333	3.333333333	192.5609756
W275	28.95	17.33333333	55	11.5	1.85	6	3	193.5357143
W113	NA	NA	NA	NA	NA	NA	NA	194.4166667
W131	32.1	12	45.66666667	14.41666667	3.583333333	6.5	6	195.8372093
W127	NA	NA	NA	NA	NA	NA	NA	196.3043478
C201	NA	NA	NA	NA	NA	NA	NA	197.7241379
W145	31.7	13.5	47.5	10	2.3	6.25	3	198.2040816
C195	NA	NA	NA	NA	NA	NA	NA	198.4074074
W213	NA	NA	NA	NA	NA	NA	NA	199.18
W031	28.8	10	33.33333333	14.2	3.4	5.833333333	3.833333333	200.3
W110	NA	NA	NA	NA	NA	NA	NA	200.4347826
W244	29.53333333	13.33333333	53.66666667	11.85	3.3	6	3.5	202.8214286
W259	29	13	48.33333333	12.55	3.283333333	6.166666667	3.333333333	203.2647059
C186	NA	NA	NA	NA	NA	NA	NA	203.4482759
W020	23.66666667	11.33333333	48.33333333	11.18333333	2.85	5.666666667	4.666666667	205
C119	23.56666667	14.33333333	60.66666667	7.933333333	2.183333333	5.166666667	3.333333333	205.4
W025	28.66666667	11.66666667	52	12.03333333	3.466666667	5.666666667	4.333333333	205.4761905
W155	27.8	13.66666667	58.66666667	13.16666667	3.083333333	6.5	3.666666667	207.05
W186	22.6	12	54.66666667	11.35	2.383333333	5.666666667	4	208.2790698
W195	29.16666667	13	60.66666667	14.6	3.666666667	5.333333333	4.666666667	209.16
C200	NA	NA	NA	NA	NA	NA	NA	210.962963
C128	27.76666667	11	37	13.51666667	3	6	3.166666667	212.3243243
C085	32.23333333	14.33333333	44.33333333	9.35	1.816666667	6	3	213.2
W217	NA	NA	NA	NA	NA	NA	NA	214.7241379
W014	22.06666667	9.666666667	33.33333333	11.13333333	3.25	6	3.5	217.3809524
W015	29.96666667	12	54	12.13333333	2.55	6.166666667	3.5	220.0652174
W037	NA	NA	NA	NA	NA	NA	NA	226.5555556
W027	27.96666667	15.66666667	56.33333333	11.55	2.85	5.833333333	4.666666667	227.0434783
W166	25.95	17	67.5	12.95	2.725	5.75	4	231.9393939
C088	NA	NA	NA	NA	NA	NA	NA	237.0540541
C132	NA	NA	NA	NA	NA	NA	NA	250.3333333
C102	NA	NA	NA	NA	NA	NA	NA	252.2857143
W266	NA	NA	NA	NA	NA	NA	NA	258.0217391
W285	NA	NA	NA	NA	NA	NA	NA	258.92
C096	NA	NA	NA	NA	NA	NA	NA	276.675
C051	23.73333333	16	62.66666667	9.85	2.716666667	5.166666667	4.166666667	277.7727273
W319	NA	NA	NA	NA	NA	NA	NA	281.5882353
C101	NA	NA	NA	NA	NA	NA	NA	289.2352941
W167	27.56666667	16.66666667	81.66666667	14.75	3.683333333	5.833333333	4.333333333	298.7916667
W218	NA	NA	NA	NA	NA	NA	NA	338.516129
C159	23.13333333	10	17	10.81666667	2.216666667	5.666666667	2.166666667	NA
C052	17.36666667	13.33333333	25.33333333	6.533333333	1.566666667	6	2.5	NA
W090	23.83333333	8.666666667	15	10.88333333	2.366666667	6	2.5	NA
W228	24.7	12	23.66666667	10.06666667	2.683333333	6	2.5	NA
W278	24.9	10.66666667	22	10.05	2.416666667	5.666666667	2.666666667	NA
C010	24.93333333	16.66666667	22	8.083333333	1.883333333	6.833333333	2.666666667	NA
C036	21.26666667	9	20	9.8	2.916666667	5.666666667	2.833333333	NA
W130	18.96666667	6.333333333	10.33333333	8.9	2.483333333	5.833333333	2.833333333	NA
C023	24.86666667	10.66666667	19	10.43333333	2.533333333	6	2.833333333	NA
W280	28.96666667	9.333333333	18.33333333	11.41666667	2.3	6.5	2.833333333	NA
C153	22.06666667	13.66666667	20	8.95	2.166666667	6.666666667	2.833333333	NA
C145	20.93333333	10	27	11.51666667	2.783333333	5	3	NA
W063	24.03333333	8	17.33333333	10.01666667	2.183333333	5.5	3	NA
W115	30.43333333	12	32	11.28333333	2.566666667	5.5	3	NA
W193	24.83333333	14.33333333	20.66666667	7.833333333	1.95	5.833333333	3	NA
W298	21.46666667	9.666666667	20.66666667	10.76666667	2.85	5.833333333	3	NA
W159	21.16666667	12.66666667	29	10.95	2.55	6	3	NA
W292	23	8	19.33333333	10.66666667	2.683333333	6	3	NA
W286	25.13333333	8.333333333	20	12.05	2.766666667	6	3	NA
W136	36.85	13	28.5	11.175	2.05	6.25	3	NA
C181	29.73333333	13	31.33333333	9.266666667	2.066666667	6.333333333	3	NA
C058	24.7	13.66666667	35.66666667	11.66666667	2.25	6.333333333	3	NA
C173	23.16666667	13	31	10.71666667	2.516666667	6.333333333	3	NA
W170	26.8	13	30	12.43333333	2.7	6.333333333	3	NA
C100	32.3	12	28	11.88333333	2.466666667	6.666666667	3	NA
C121	26.46666667	16.33333333	36	12.03333333	2.566666667	6.666666667	3	NA
W103	23.23333333	8.333333333	11	9.633333333	2.233333333	6.833333333	3	NA
W097	18.65	7	15.5	9.025	1.675	7.5	3	NA
W073	24.2	8.333333333	21	11.45	3.15	5	3.166666667	NA
C189	25.26666667	12.33333333	36	10.06666667	2.433333333	5.666666667	3.166666667	NA
W002	29.05	15.5	32.5	11.16666667	2.5	5.666666667	3.166666667	NA
W235	26.43333333	10.33333333	36.66666667	12.98333333	4.566666667	5.666666667	3.166666667	NA
W086	25.8	9.666666667	36.66666667	13.2	2.65	5.833333333	3.166666667	NA
W035	31.6	11	24	12.98333333	3.133333333	5.833333333	3.166666667	NA
C150	19.23333333	12.66666667	36.66666667	7.716666667	1.783333333	6	3.166666667	NA
W100	26.4	10.33333333	23.66666667	10.26666667	2.6	6.166666667	3.166666667	NA
C136	25.86666667	11.66666667	31.66666667	13.03333333	2.633333333	6.333333333	3.166666667	NA
C042	23.43333333	13	42.66666667	11.43333333	1.983333333	6.5	3.166666667	NA
C199	26.7	12.33333333	32	12.85	2.616666667	6.5	3.166666667	NA
W030	28.23333333	9	30	12.46666667	2.8	6.5	3.166666667	NA
C072	27.26666667	14	36	14.23333333	2.866666667	6.5	3.166666667	NA
W042	39.33333333	12.66666667	45.33333333	14.76666667	3.1	6.666666667	3.166666667	NA
W294	26.13333333	17	34.33333333	9.7	2.233333333	7	3.166666667	NA
W273	31.43333333	16	58.33333333	11.45	2.533333333	5.166666667	3.333333333	NA
C006	25.4	12.33333333	45.66666667	11.28333333	2.8	5.333333333	3.333333333	NA
C083	29.76666667	13.66666667	41	11.98333333	2.383333333	6	3.333333333	NA
C133	25.23333333	14.33333333	59	9.266666667	1.633333333	5.333333333	3.5	NA
W064	18.53333333	6.666666667	11.66666667	7.75	2.616666667	5.333333333	3.5	NA
W330	24.5	10.33333333	25.33333333	11.96666667	2.433333333	6	3.5	NA
W322	25.76666667	12.66666667	44.66666667	12.88333333	2.683333333	6	3.5	NA
W194	22.56666667	11.33333333	38	12.25	2.916666667	6	3.5	NA
C109	23.43333333	13	35.66666667	10.15	2.366666667	5.666666667	3.666666667	NA
W061	20.9	10	28.33333333	10.9	2.95	5.666666667	3.666666667	NA
W108	21.9	10.33333333	22.33333333	10.21666667	2.933333333	5.833333333	3.666666667	NA
W092	26.33333333	11.33333333	32.33333333	10.05	2.266666667	6	3.666666667	NA
W203	37.75	14	55	15.975	3.475	5.75	4	NA
C110	30.4	14.5	53.5	13.15	3.25	6	4	NA
W142	27.96666667	9.666666667	33	12.85	3.333333333	6	4	NA
W010	27.8	13	51.33333333	10.8	2.766666667	6.166666667	4.166666667	NA
W140	27.06666667	8.666666667	30.66666667	11.75	2.583333333	6.333333333	4.166666667	NA
W089	24.36666667	8.333333333	23.33333333	13.06666667	3.283333333	6.5	4.166666667	NA
W068	23.76666667	7.666666667	32.66666667	13.4	3.6	5.333333333	4.5	NA
C004	37.4	14.5	76	15.875	3.3	5.75	4.5	NA
W287	27.36666667	10	31.33333333	12.26666667	3.05	5.833333333	4.666666667	NA
W028	30.1	9.333333333	34.33333333	13.23333333	3.966666667	6.166666667	4.666666667	NA
C162	28.26666667	9	45.66666667	17.15	4.233333333	5.666666667	4.833333333	NA
C092	31.1	12.66666667	49.33333333	16.88333333	4.083333333	6.333333333	5	NA
C106	31.75	13.5	70	14.425	2.625	5.25	5.25	NA
C079	28.66666667	11.33333333	53.33333333	12.73333333	3.166666667	5.666666667	6.833333333	NA
C008	NA	NA	NA	NA	NA	NA	NA	NA
C012	NA	NA	NA	NA	NA	NA	NA	NA
C028	NA	NA	NA	NA	NA	NA	NA	NA
C029	NA	NA	NA	NA	NA	NA	NA	NA
C048	NA	NA	NA	NA	NA	NA	NA	NA
C057	NA	NA	NA	NA	NA	NA	NA	NA
C089	NA	NA	NA	NA	NA	NA	NA	NA
C093	NA	NA	NA	NA	NA	NA	NA	NA
C103	NA	NA	NA	NA	NA	NA	NA	NA
C111	NA	NA	NA	NA	NA	NA	NA	NA
C140	NA	NA	NA	NA	NA	NA	NA	NA
C152	NA	NA	NA	NA	NA	NA	NA	NA
C154	NA	NA	NA	NA	NA	NA	NA	NA
C185	NA	NA	NA	NA	NA	NA	NA	NA
C196	NA	NA	NA	NA	NA	NA	NA	NA
W009	NA	NA	NA	NA	NA	NA	NA	NA
W029	NA	NA	NA	NA	NA	NA	NA	NA
W047	NA	NA	NA	NA	NA	NA	NA	NA
W074	NA	NA	NA	NA	NA	NA	NA	NA
W107	NA	NA	NA	NA	NA	NA	NA	NA
W141	NA	NA	NA	NA	NA	NA	NA	NA
W151	NA	NA	NA	NA	NA	NA	NA	NA
W158	NA	NA	NA	NA	NA	NA	NA	NA
W226	NA	NA	NA	NA	NA	NA	NA	NA
W290	NA	NA	NA	NA	NA	NA	NA	NA
W297	NA	NA	NA	NA	NA	NA	NA	NA
W321	NA	NA	NA	NA	NA	NA	NA	NA
W323	NA	NA	NA	NA	NA	NA	NA	NA
W324	NA	NA	NA	NA	NA	NA	NA	NA
W325	NA	NA	NA	NA	NA	NA	NA	NA
W326	NA	NA	NA	NA	NA	NA	NA	NA
W328	NA	NA	NA	NA	NA	NA	NA	NA
